一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量,基期销售额,基期价格,3月1日销售量,a3月1日销售额,平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,二级基期价格,一级基期价格,三级真实权重,二级真实权重,一级真实权重
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,492,89141.8,181.18,104.50%,100.00%,104.50%,100.00%,104.50%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月28日销售量（kg）,3月28日销售额(元),3月28日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,136.02%,86.89%,237.36%,91.79%,231.10%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,690,208530,302.22,100.74%,9.09%,,,,,,,,9.813235%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,253,44869,177.35,46.67%,0.10%,,,,,,,,0.107956%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,131,78600,600,200.21%,0.63%,,,,,,,,0.680125%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,122,96220,788.69,189.87%,0.65%,,,,,,,,0.701717%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,1984.5,772594,389.31,140.59%,3.12%,,,,,,,,3.368239%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,66.5,89840,1350.98,112.58%,0.51%,,,,,,,,0.550578%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,42,20665,492.02,180.97%,4.74%,,,,,,,,5.117133%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,40,72000,1800,702.96%,2.93%,,,,,,,,3.163122%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,66.5,54000,812.03,253.76%,0.85%,,,,,,,,0.917629%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,62.5,36125,578,62.89%,0.96%,,,,,,,,1.036381%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,12,2440,203.33,83.68%,0.72%,,,,,,,,0.777286%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,450,91412,203.14,56.43%,0.11%,,,,,,,,0.118752%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1630,643400,394.72,101.67%,1.23%,,,,,,,,1.327864%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,2105,1031884,490.21,93.68%,24.56%,,,,,,,,26.514088%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,7315.5,1788497,244.48,98.92%,14.98%,,,,,,,,16.171867%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,75,28980,386.4,61.53%,0.20%,,,,,,,,0.215913%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3310,2341070,707.27,137.78%,27.25%,,,,,,,,29.418115%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,914,253360,277.2,909.24%,87.54%,909.24%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,1060,462790,436.59,140.66%,62.73%,134.70%,86.55%,134.70%,3.96%,,169.6567639,166.8469967,76.696418%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,600,84000,140,184.21%,7.58%,,,,,,,,9.267637%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,20,6500,325,69.46%,11.48%,,,,,,,,14.035946%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,78,13220,169.49,112.99%,46.53%,128.99%,99.87%,128.99%,1.52%,,137,471.19476,46.530000%,99.870000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,22,3860,175.45,109.66%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,38,5490,144.47,131.34%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,12,3660,305,179.41%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,12,2016,168,124.40%,100.00%,124.40%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,5,3725,745,206.94%,100.00%,206.94%,62.81%,206.94%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,32,22545,704.53,123.60%,100.00%,123.60%,100.00%,123.60%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,612,95435,155.94,89.94%,100.00%,89.94%,100.00%,89.94%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月29日销售量（kg）,3月29日销售额(元),3月29日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,132.74%,86.89%,167.31%,91.79%,165.25%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,973,318770,327.62,109.21%,9.09%,,,,,,,,9.813235%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,92,20785,225.92,59.45%,0.10%,,,,,,,,0.107956%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,170,102000,600,200.21%,0.63%,,,,,,,,0.680125%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,14,9800,700,168.52%,0.65%,,,,,,,,0.701717%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,2325.5,842012,362.08,130.75%,3.12%,,,,,,,,3.368239%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,63.5,83660,1317.48,109.79%,0.51%,,,,,,,,0.550578%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,4319,929830,215.29,79.18%,4.74%,,,,,,,,5.117133%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,40,72000,1800,702.96%,2.93%,,,,,,,,3.163122%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,89,66500,747.19,233.50%,0.85%,,,,,,,,0.917629%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,57.5,30000,521.74,56.77%,0.96%,,,,,,,,1.036381%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,11.5,2380,206.96,85.17%,0.72%,,,,,,,,0.777286%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,359,63175,175.97,48.88%,0.11%,,,,,,,,0.118752%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1860,699700,376.18,96.90%,1.23%,,,,,,,,1.327864%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,1738,835043.8,480.46,91.82%,24.56%,,,,,,,,26.514088%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,7640,2223275,291,117.75%,14.98%,,,,,,,,16.171867%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,64,25257.5,394.65,62.84%,0.20%,,,,,,,,0.215913%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3511,2442770,695.75,135.53%,27.25%,,,,,,,,29.418115%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,4482.5,585913,130.71,428.75%,87.54%,396.53%,13.11%,,,,32.13658256,,87.557512%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,300,26400,88,169.86%,12.44%,,,,,,,,12.442488%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,950,391114,411.7,132.63%,62.73%,132.71%,86.55%,132.71%,3.96%,,169.6567639,166.8469967,76.696418%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,5450,580200,106.46,140.07%,7.58%,,,,,,,,9.267637%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,3.5,2100,600,128.23%,11.48%,,,,,,,,14.035946%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,56,10350,184.82,123.21%,46.53%,136.42%,99.87%,136.40%,1.52%,,137,471.19476,46.530000%,99.870000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,27,4630,171.48,107.18%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,26,3760,144.62,131.47%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,13,4360,335.38,197.29%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,15,2550,170,125.88%,100.00%,125.88%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,5,4100,820,227.78%,100.00%,227.78%,62.81%,227.78%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,29,20054,691.52,121.32%,100.00%,121.32%,100.00%,121.32%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,606,103425,170.67,98.44%,100.00%,98.44%,100.00%,98.44%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月30日销售量（kg）,3月30日销售额(元),3月30日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,112.12%,86.89%,146.02%,91.79%,146.49%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,1568,456620,291.21,97.07%,9.09%,,,,,,,,10.133779%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,237,92580,390.63,102.80%,0.10%,,,,,,,,0.111483%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,163,97800,600,200.21%,0.63%,,,,,,,,0.702341%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,24.5,18580,758.37,182.57%,0.65%,,,,,,,,0.724638%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,2120.5,729441,343.99,124.22%,3.12%,,,,,,,,3.478261%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,75,96000,1280,106.67%,0.51%,,,,,,,,0.568562%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,3770,801164,212.51,78.16%,4.74%,,,,,,,,5.284281%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,155,111000,716.13,223.79%,0.85%,,,,,,,,0.947603%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,63,32400,514.29,55.96%,0.96%,,,,,,,,1.070234%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,2,240,120,49.38%,0.72%,,,,,,,,0.802676%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,427,94974,222.42,61.78%,0.11%,,,,,,,,0.122631%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1720,660600,384.07,98.93%,1.23%,,,,,,,,1.371237%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,1746,850151,486.91,93.05%,24.56%,,,,,,,,27.380156%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,8048,2339584,290.7,117.63%,14.98%,,,,,,,,16.700111%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,63.5,26915,423.86,67.49%,0.20%,,,,,,,,0.222965%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3514,2407980,685.25,133.49%,27.25%,,,,,,,,30.379041%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,4939,607859,123.07,403.69%,87.54%,370.75%,13.11%,,,,32.13658256,,87.557512%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,1000,72000,72,138.97%,12.44%,,,,,,,,12.442488%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,1069,417001,390.09,125.67%,62.73%,166.49%,86.55%,166.49%,3.96%,,169.6567639,166.8469967,89.219172%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,250,95800,383.2,504.20%,7.58%,,,,,,,,10.780828%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,52,8650,166.35,110.90%,46.53%,131.03%,99.87%,131.02%,1.52%,,137,471.19476,46.530000%,99.870000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,26,4590,176.54,110.34%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,36,5230,145.28,132.07%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,24,8040,335,197.06%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,11,1870,170,125.88%,100.00%,125.88%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,8,6584,823,228.61%,100.00%,228.61%,62.81%,228.61%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,30,21857,728.57,127.82%,100.00%,127.82%,100.00%,127.82%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,605,98396,162.64,93.80%,100.00%,93.80%,100.00%,93.80%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月31日销售量（kg）,3月31日销售额(元),3月31日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,122.57%,86.89%,157.48%,91.79%,155.27%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,1559,402319,258.06,86.02%,9.09%,,,,,,,,9.813235%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,194,40666,209.62,55.16%,0.10%,,,,,,,,0.107956%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,660,175000,265.15,88.47%,0.63%,,,,,,,,0.680125%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,110,66200,601.82,144.88%,0.65%,,,,,,,,0.701717%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,4309.5,1319769,306.25,110.59%,3.12%,,,,,,,,3.368239%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,49,61660,1258.37,104.86%,0.51%,,,,,,,,0.550578%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,1853,391799,211.44,77.77%,4.74%,,,,,,,,5.117133%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,110,161000,1463.64,571.60%,2.93%,,,,,,,,3.163122%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,159.5,112450,705.02,220.32%,0.85%,,,,,,,,0.917629%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,172.5,59900,347.25,37.79%,0.96%,,,,,,,,1.036381%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,352.5,81700,231.77,95.38%,0.72%,,,,,,,,0.777286%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,326,72172,221.39,61.50%,0.11%,,,,,,,,0.118752%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1680,645100,383.99,98.91%,1.23%,,,,,,,,1.327864%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,996,492888,494.87,94.57%,24.56%,,,,,,,,26.514088%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,8710.5,2389266.18,274.3,110.99%,14.98%,,,,,,,,16.171867%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,56.5,30560,540.88,86.13%,0.20%,,,,,,,,0.215913%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3287,2199670,669.2,130.36%,27.25%,,,,,,,,29.418115%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,2803,332364,118.57,388.94%,87.54%,388.94%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,538,206818,384.42,123.85%,62.73%,117.91%,86.55%,117.91%,3.96%,,169.6567639,166.8469967,84.530387%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,5,2000,400,85.48%,11.48%,,,,,,,,15.469613%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
